Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly,organization_id,activeFrom,activeUntil,isActive,Pipeline_SnapTS,Overwatch_RunID,workspace_name
D3EN 12xlarge,d3en.12xlarge,192.0,48,6.308,6.308,20.16,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,335520 GB(24 * 13980 GB HDD),75 Gigabit,7000,875.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU 24xlarge,g5.24xlarge,384.0,96,8.144,8.144,11.04,4,NVIDIA A10G,96,AMD EPYC 7R32,2.8,3800 GB NVMe SSD,50 Gigabit,19000,2375.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,1152.0,96,32.7726,32.7726,44.45,8,NVIDIA A100,320,Intel Xeon Platinum 8275L,3.0,8000 GB(8 * 1000 GB NVMe SSD),4x 100 Gigabit,19000,2375.0,true,false,20.1755,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M5N Metal,m5n.metal,384.0,96,5.712,5.712,17.14,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,100 Gigabit,19000,2375.0,true,false,3.599,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M5ZN Metal,m5zn.metal,192.0,48,3.9641,3.9641,12.0,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,100 Gigabit,19000,2375.0,true,true,2.4974,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 12xlarge,c6i.12xlarge,96.0,48,4.587,4.587,8.34,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,15000,1875.0,true,true,1.3495,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 16xlarge,c6i.16xlarge,128.0,64,6.122,6.122,11.13,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,20000,2500.0,true,true,1.7993,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 24xlarge,c6i.24xlarge,192.0,96,9.1795,9.1795,16.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,30000,3750.0,true,true,2.6989,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Double Extra Large,c6i.2xlarge,16.0,8,0.7645,0.7645,1.39,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,2500,312.5,true,true,0.2249,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 32xlarge,c6i.32xlarge,256.0,128,12.2375,12.2375,22.25,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,40000,5000.0,true,true,3.5986,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Quadruple Extra Large,c6i.4xlarge,32.0,16,1.529,1.529,2.78,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,5000,625.0,true,true,0.4498,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Eight Extra Large,c6i.8xlarge,64.0,32,3.058,3.058,5.56,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,10000,1250.0,true,true,0.8996,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Extra Large,c6i.xlarge,8.0,4,0.385,0.385,0.7,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,1250,156.25,true,true,0.1125,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 12xlarge,c6id.12xlarge,96.0,48,4.587,4.587,8.34,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875.0,true,true,1.5246,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 16xlarge,c6id.16xlarge,128.0,64,6.1215,6.1215,11.13,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),25 Gigabit,20000,2500.0,true,true,2.0328,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 24xlarge,c6id.24xlarge,192.0,96,9.1795,9.1795,16.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),37.5 Gigabit,30000,3750.0,true,true,3.0492,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Double Extra Large,c6id.2xlarge,16.0,8,0.7645,0.7645,1.39,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,12.5 Gigabit,2500,312.5,true,true,0.2541,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 32xlarge,c6id.32xlarge,256.0,128,12.2375,12.2375,22.25,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),50 Gigabit,40000,5000.0,true,true,4.0656,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Quadruple Extra Large,c6id.4xlarge,32.0,16,1.529,1.529,2.78,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,12.5 Gigabit,5000,625.0,true,true,0.5082,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Eight Extra Large,c6id.8xlarge,64.0,32,3.058,3.058,5.56,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,12.5 Gigabit,10000,1250.0,true,true,1.0164,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Extra Large,c6id.xlarge,8.0,4,0.385,0.385,0.7,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,12.5 Gigabit,1250,156.25,true,true,0.127,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 12xlarge,c6in.12xlarge,96.0,48,4.587,4.587,8.34,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,30000,3750.0,true,true,1.7146,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 16xlarge,c6in.16xlarge,128.0,64,6.1215,6.1215,11.13,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,40000,5000.0,true,true,2.2861,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 24xlarge,c6in.24xlarge,192.0,96,9.1795,9.1795,16.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,60000,7500.0,true,true,3.4292,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Double Extra Large,c6in.2xlarge,16.0,8,0.7645,0.7645,1.39,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,40 Gigabit,5000,625.0,true,true,0.2858,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 32xlarge,c6in.32xlarge,256.0,128,12.2375,12.2375,22.25,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,80000,10000.0,true,true,4.5723,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Quadruple Extra Large,c6in.4xlarge,32.0,16,1.529,1.529,2.78,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,10000,1250.0,true,true,0.5715,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Eight Extra Large,c6in.8xlarge,64.0,32,3.058,3.058,5.56,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,20000,2500.0,true,true,1.1431,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Extra Large,c6in.xlarge,8.0,4,0.385,0.385,0.7,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,30 Gigabit,2500,312.5,true,true,0.1429,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G 12xlarge,c7g.12xlarge,96.0,48,5.973,5.973,10.86,0,None,0,AWS Graviton3 Processor,2.5,EBS only,22.5 Gigabit,15000,1875.0,true,true,1.1466,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G 16xlarge,c7g.16xlarge,128.0,64,7.964,7.964,14.48,0,None,0,AWS Graviton3 Processor,2.5,EBS only,30 Gigabit,20000,2500.0,true,true,1.5288,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Double Extra Large,c7g.2xlarge,16.0,8,0.9955,0.9955,1.81,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,2500,312.5,true,true,0.1911,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Quadruple Extra Large,c7g.4xlarge,32.0,16,1.991,1.991,3.62,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,5000,625.0,true,true,0.3822,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Eight Extra Large,c7g.8xlarge,64.0,32,3.982,3.982,7.24,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,10000,1250.0,true,true,0.7644,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C7G Extra Large,c7g.xlarge,8.0,4,0.495,0.495,0.9,0,None,0,AWS Graviton3 Processor,2.5,EBS only,12.5 Gigabit,1250,156.25,true,true,0.0955,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 12xlarge,m6i.12xlarge,192.0,48,5.016,5.016,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,15000,1875.0,true,true,1.5241,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 16xlarge,m6i.16xlarge,256.0,64,6.688,6.688,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,20000,2500.0,true,true,2.0321,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 24xlarge,m6i.24xlarge,384.0,96,10.032,10.032,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,30000,3750.0,true,true,3.0482,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Double Extra Large,m6i.2xlarge,32.0,8,0.836,0.836,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,2500,312.5,true,true,0.254,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 32xlarge,m6i.32xlarge,512.0,128,13.376,13.376,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,40000,5000.0,true,true,4.0643,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Quadruple Extra Large,m6i.4xlarge,64.0,16,1.672,1.672,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,5000,625.0,true,true,0.508,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Eight Extra Large,m6i.8xlarge,128.0,32,3.34,3.34,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,10000,1250.0,true,true,1.0161,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Large,m6i.large,8.0,2,0.209,0.209,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,650,81.25,true,true,0.0635,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I Extra Large,m6i.xlarge,16.0,4,0.418,0.418,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,1250,156.25,true,true,0.127,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 12xlarge,m6id.12xlarge,192.0,48,5.016,5.016,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875.0,true,true,1.794,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 16xlarge,m6id.16xlarge,256.0,64,6.688,6.688,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),25 Gigabit,20000,2500.0,true,true,2.392,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 24xlarge,m6id.24xlarge,384.0,96,10.032,10.032,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),37.5 Gigabit,30000,3750.0,true,true,3.588,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Double Extra Large,m6id.2xlarge,32.0,8,0.836,0.836,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,12.5 Gigabit,2500,312.5,true,true,0.299,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 32xlarge,m6id.32xlarge,512.0,128,13.376,13.376,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),50 Gigabit,40000,5000.0,true,true,4.784,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Quadruple Extra Large,m6id.4xlarge,64.0,16,1.672,1.672,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,12.5 Gigabit,5000,625.0,true,true,0.598,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Eight Extra Large,m6id.8xlarge,128.0,32,3.34,3.34,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,12.5 Gigabit,10000,1250.0,true,true,1.196,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Large,m6id.large,8.0,2,0.209,0.209,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,12.5 Gigabit,650,81.25,true,true,0.0747,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Extra Large,m6id.xlarge,16.0,4,0.418,0.418,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,12.5 Gigabit,1250,156.25,true,true,0.1495,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 12xlarge,m6idn.12xlarge,192.0,48,5.016,5.016,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),75 Gigabit,30000,3750.0,true,true,2.4059,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 16xlarge,m6idn.16xlarge,256.0,64,6.688,6.688,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),100 Gigabit,40000,5000.0,true,true,3.2079,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 24xlarge,m6idn.24xlarge,384.0,96,10.032,10.032,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),150 Gigabit,60000,7500.0,true,true,4.8118,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Double Extra Large,m6idn.2xlarge,32.0,8,0.836,0.836,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,40 Gigabit,5000,625.0,true,true,0.401,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 32xlarge,m6idn.32xlarge,512.0,128,13.376,13.376,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),200 Gigabit,80000,10000.0,true,true,6.4157,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Quadruple Extra Large,m6idn.4xlarge,64.0,16,1.672,1.672,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,50 Gigabit,10000,1250.0,true,true,0.802,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Eight Extra Large,m6idn.8xlarge,128.0,32,3.34,3.34,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,50 Gigabit,20000,2500.0,true,true,1.6039,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Large,m6idn.large,8.0,2,0.209,0.209,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,25 Gigabit,1250,156.25,true,true,0.1003,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Extra Large,m6idn.xlarge,16.0,4,0.418,0.418,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,30 Gigabit,2500,312.5,true,true,0.2005,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 12xlarge,m6in.12xlarge,192.0,48,5.016,5.016,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,30000,3750.0,true,true,2.1052,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 16xlarge,m6in.16xlarge,256.0,64,6.688,6.688,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,40000,5000.0,true,true,2.8069,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 24xlarge,m6in.24xlarge,384.0,96,10.032,10.032,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,60000,7500.0,true,true,4.2103,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Double Extra Large,m6in.2xlarge,32.0,8,0.836,0.836,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,40 Gigabit,5000,625.0,true,true,0.3509,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 32xlarge,m6in.32xlarge,512.0,128,13.376,13.376,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,80000,10000.0,true,true,5.6137,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Quadruple Extra Large,m6in.4xlarge,64.0,16,1.672,1.672,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,10000,1250.0,true,true,0.7017,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Eight Extra Large,m6in.8xlarge,128.0,32,3.34,3.34,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,20000,2500.0,true,true,1.4034,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Large,m6in.large,8.0,2,0.209,0.209,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,1250,156.25,true,true,0.0877,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Extra Large,m6in.xlarge,16.0,4,0.418,0.418,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,30 Gigabit,2500,312.5,true,true,0.1754,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G 12xlarge,m7g.12xlarge,192.0,48,6.336,6.336,11.52,0,None,0,AWS Graviton3 Processor,2.5,EBS only,22.5 Gigabit,15000,1875.0,true,true,1.2955,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G 16xlarge,m7g.16xlarge,256.0,64,8.448,8.448,15.36,0,None,0,AWS Graviton3 Processor,2.5,EBS only,30 Gigabit,20000,2500.0,true,true,1.7273,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Double Extra Large,m7g.2xlarge,32.0,8,1.056,1.056,1.92,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,2500,312.5,true,true,0.2159,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Quadruple Extra Large,m7g.4xlarge,64.0,16,2.112,2.112,3.84,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,5000,625.0,true,true,0.4318,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Eight Extra Large,m7g.8xlarge,128.0,32,4.224,4.224,7.68,0,None,0,AWS Graviton3 Processor,2.5,EBS only,15 Gigabit,10000,1250.0,true,true,0.8637,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Large,m7g.large,8.0,2,0.264,0.264,0.48,0,None,0,AWS Graviton3 Processor,2.5,EBS only,12.5 Gigabit,630,78.75,true,true,0.054,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M7G Extra Large,m7g.xlarge,16.0,4,0.528,0.528,0.96,0,None,0,AWS Graviton3 Processor,2.5,EBS only,12.5 Gigabit,1250,156.25,true,true,0.108,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 12xlarge,r6i.12xlarge,384.0,48,6.732,6.732,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,15000,1875.0,true,true,2.0004,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 16xlarge,r6i.16xlarge,512.0,64,8.976,8.976,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,20000,2500.0,true,true,2.6672,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 24xlarge,r6i.24xlarge,768.0,96,13.464,13.464,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,30000,3750.0,true,true,4.0008,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Double Extra Large,r6i.2xlarge,64.0,8,1.122,1.122,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,2500,312.5,true,true,0.3334,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 32xlarge,r6i.32xlarge,1024.0,128,17.952,17.952,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,40000,5000.0,true,true,5.3343,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
